Location,OriginalTweet,ScreenName,Sentiment,TweetAt,UserName,annotation_id,annotator,created_at,id,lead_time,table_value_1,updated_at,AutoLabel
"Paris, France","@_MealsOnWheels I sincerely hope the Coronavirus doesn't affect the delivery of food for our Veterans. 
If there's anything I can do to help, please let me know. 

Perhaps we can stock up their supplies to limit contact. #coronavirus #COVID?19",47881,Extremely Positive,15-03-2020,2929,,,,,,,,Отрицательно
"Perth, Australia",Live images of people going to the supermarket today #perth #shopping #covid_19 #toiletpaper #corona https://t.co/O2NRn495iP,47882,Neutral,15-03-2020,2930,,,,,,,,Нейтрально
"Aberdeen, Scotland",Panic buying in supermarkets is making it impossible for food buyers to forecast demand and putting additional pressure on an already stretched supply chain. There is enough for everyone at normal demand levels. Please think of others. Were all in this together. #coronavirus,47883,Extremely Negative,15-03-2020,2931,,,,,,,,Отрицательно
"London, UK","Food banks have been running out of basics because of COVID-19 panic buying. And if there's long periods of isolation in the UK, it's likely more people will need to rely on food parcels. Help if you can ?  https://t.co/Uvrh6QOW5O",47884,Negative,15-03-2020,2932,,,,,,,,Очень отрицательно
,Buy my carts because I need to do something while staying home? #coronavirus #COVID?19 #stockup #Ulta #morphe #SugarDaddySerious #StayTheFHome https://t.co/D5vk6FvE6q,47885,Neutral,15-03-2020,2933,,,,,,,,Отрицательно
"Calgary, Alberta","""...government is urging Ontarians to practise 'normal grocery buying habits' as store shelves...have emptied of supplies  including hand sanitizer, toilet paper, cleaning supplies and drugs  amid panicked buying spurred by the COVID-19 pandemic."" https://t.co/tEJjd9Dqu4",47886,Negative,15-03-2020,2934,,,,,,,,Очень отрицательно
"Toronto, Ontario",A lot of big grocery store chains are asking for a 10 dollar donation at check out for the food bank to help those who do not have the means to stock up I hope everyone makes that donation while they re out there binge buying,47887,Extremely Positive,15-03-2020,2935,,,,,,,,Отрицательно
Western NewYork,What To Buy For The Coronavirus Outbreak - How To Stock Your Pantry And Fridge For COVID-19 https://t.co/E2nw1ObHza,47888,Neutral,15-03-2020,2936,,,,,,,,Отрицательно
Western NewYork,Practical advice on what to stock up on in casebyou or family member has to stay at home until danger passes,47889,Negative,15-03-2020,2937,,,,,,,,Отрицательно
Planet Earth,"@AngelaDuhart That is a god point too. I wonder why parents are bringing their kids to grocery shops, also plenty of elderly are out there. I think in times like these, more online grocery shopping will be in extreme demand. Stores should adjust to that a",47890,Positive,15-03-2020,2938,,,,,,,,Отрицательно
"Community of Madrid, Spain",People queuing outside the supermarket while a neighbour blasts the #spanishnationalanthem from his balcony #vivaespaña #vivamadrid #vivaalcaladehenares #selfisolation #socialdistancing #quarantine #corona #covid_19 https://t.co/VZVFdUYLKL,47891,Neutral,15-03-2020,2939,,,,,,,,Отрицательно
,"i kinda want to go to walmart or some grocery store to people watch, and see how stupid these people act.... the downfall of civility will be because of the lack of toilet paper... smdh 

#coronavirus 
#coronapocalypse 
#CoronavirusOutbreak 
#peoplearedumb https://t.co/uNTvy8l2Gc",47892,Extremely Negative,15-03-2020,2940,,,,,,,,Отрицательно
Noida,"These Common Household Products Can Destroy the Novel Coronavirus -- Consumer Reports featuring ACS Expert Richard Sachleben

#coronavirus #coronavirusindia #coronavirusoutbreak #covid2019 

https://t.co/b3IV1lfOUF",47893,Negative,15-03-2020,2941,,,,,,,,Отрицательно
"Washington, DC","Tennessee Attorney General Shuts Down Hand Sanitizer Price Gougers, Raids Storage Unit https://t.co/v6sKbM9HaI",47894,Positive,15-03-2020,2942,,,,,,,,Отрицательно
Just love. No matter what.,Fred Meyer is hiring in an effort to keep stores stocked with food and essentials due to COVID 19 demand,47895,Negative,15-03-2020,2943,,,,,,,,Отрицательно
A Globe or a Flat Plane?,"Just a heads up to everyone about the #COVID?19 #Coronavirus #CoronavirusOutbreak.

Stock up on food. Your rights are going away.

The virus shouldn't be your main concern. The government lock-down upon everything should be.

Potatoes, rice, good long lasting food. Stock up.",47896,Positive,15-03-2020,2944,,,,,,,,Отрицательно
"Ontario, Canada","Rest assured, we have plenty of food. Ontario shoppers urged to cease panic buying amid the #coronavirus outbreak | The Star  https://t.co/64tV7mRhKe",47897,Negative,15-03-2020,2945,,,,,,,,Очень отрицательно
"Sarasota, FL",JUST CLOSE IT Nike announced it will temporarily close all US retail store on Monday to prevent the possible spread of COVID 19 DETAILS,47898,Neutral,15-03-2020,2946,,,,,,,,Отрицательно
"New York, NY",As you stock up and hunker down please remember that front line nonprofits and churches of all faiths need charitable support to help make sure that the poor and needy have food shelter and care during the COVID 19 epidemic Let s not forget the needs of others,47899,Extremely Positive,15-03-2020,2947,,,,,,,,Отрицательно
"Colorado, USA","@M2Madness @TammyRedmond So cabal unleashes a bioweapon to create fear &amp; panic. MSM runs with it forcing ppl to horde food/supplies, causing schools to shutdown and initiating lockdowns Nationwide! Whitehouse hijacks and will issue martial law under C",47900,Extremely Negative,15-03-2020,2948,,,,,,,,Очень отрицательно
Here and There,Grocers fail to keep up with demand as the pandemic spreads Food manufacturers operating at capacity long lines at physical stores Online grocery operations benefit from spike,47901,Negative,15-03-2020,2949,,,,,,,,Отрицательно
"Victoria, BC",I find it very ironic that people are panicking about COVID-19 but then spend long periods of time in huge crowds at the grocery store to panic buy toilet paper and food.,47902,Negative,15-03-2020,2950,,,,,,,,Очень отрицательно
"Roanoke, VA","Visiting the grocery store today, theres an obvious analogy of flattening the curve. 

If everyone goes shopping  (or the hospital) at once, there are many that end up leaving without getting what they need; and some may need it most.   #Coronavirus 

https://t.co/ZeKKRZWg7i https://t.co/GU9dOvCGsA",47903,Neutral,15-03-2020,2951,,,,,,,,Отрицательно
"Metro Detroit, MI","12pm #coronavirus update @wwj950:
--Michigan cases stand at 33
--AG @dananessel holds a news conference at 1pm to talk about ""public assemblage"" restrictions &amp; consumer protections
--Some stores very busy this weekend

Listen on the radio at AM950 or here:
https://t.co/UK2i3tgWBB",47904,Neutral,15-03-2020,2952,,,,,,,,Очень положительно
,The number of companies taking advantage of the COVID-19 outbreak is sad. The emails Im getting prompting online shopping and continuing to make people work to distribute these products is ridiculous,47905,Negative,15-03-2020,2953,,,,,,,,Отрицательно
"Dundee, Scotland","People are not panic buying over covid 19, they are doing it because they are scared of having no food or supplies because of other people panic buying.

This can be easily stopping if people stopped acting like  a bunch of cunts.",47906,Negative,15-03-2020,2954,,,,,,,,Очень отрицательно
"New York, NY","This woman helped an elderly couple get food when they were too scared to go into a crowded grocery store during the #coronavirus outbreak  proving that even in dark times, kindness prevails  ??  https://t.co/5lmEzTXhdr https://t.co/BNygBqg5sy",47907,Neutral,15-03-2020,2955,,,,,,,,Отрицательно
"Sunderland, England","If youre a healthy adult &amp; youve got more than a necessary amount of anything because u were greedy in the supermarket, do something decent &amp; go see if any old people or any of your mates with young children need anything 

#PanicShopping #CoronaVirus",47908,Positive,15-03-2020,2956,,,,,,,,Отрицательно
Worldwide,"Long line outside a supermarket in #Italy ?? 

#COVID?19 #CoronavirusFrance #CORONAVIRUSENFRANCE #CoronaVirusUpdates #COVID19 #coronavirus #Covid_19 #CoronavirusOutbreak #CoronavirusUSA #koronavirus #?????? #??????_?????? #coronapocalypse #coronavirusEspana #CoronaVirusitaly https://t.co/Nr8QpGextK",47909,Neutral,15-03-2020,2957,,,,,,,,Отрицательно
"Johannesburg, South Africa",After the break: from financial markets losing trillions in value to oil prices plummeting worldwide  could #Covid_19 fears deepen South Africas #recession? @DerekWatts reports. #CarteBlanche #CoronaVirusSA #CoronaVirusInSA #Locksouthafricadown https://t.co/NUKHcgtWkh,47910,Negative,15-03-2020,2958,,,,,,,,Отрицательно
California ,"People are annoying af 

RT @DaisyFuentes: Went to the supermarket &amp; Id like to remind everyone that #Covid_19 is a respiratory disease not assitory disease. Please stop hoarding the toilet paper. Thanks.",47911,Negative,15-03-2020,2959,,,,,,,,Отрицательно
,is concerned about staying safe and reducing our exposure to illness But for some of our neighbors a lack of resources means they can t afford to stock up on food Missing work missing meals Here s our COVID 19 plan amp how you can help,47912,Negative,15-03-2020,2960,,,,,,,,Отрицательно
Southern California,"So. I went to Walmart today. Not to stock up per ce but tti get laundry soap etc. And all they have left in the food department is pumpkin pie filling stuffing, Turkey gravy... so weird. It's Thanksgiving all over again lol
#coronavirus #coronapocolypse",47913,Positive,15-03-2020,2961,,,,,,,,Отрицательно
